id,label
126021,0.9999255242151847
3118,0.9999214714839081
125091,0.9999171623617075
128522,0.9999153513336407
125384,0.9999150691245379
126179,0.9999141715075004
128175,0.999906935266007
125895,0.9999052464624845
3187,0.9999041552665565
139928,0.9999035882073571
141993,0.9999035190980964
138349,0.9999033731491523
139627,0.9998972156857171
94207,0.9998969276686125
108488,0.9998964063650398
123092,0.9998947158610623
141111,0.9998946441129943
126946,0.9998937426629104
135008,0.9998936044340178
137138,0.9998903973984605
2994,0.9998898380534701
135185,0.9998894929897526
131349,0.9998892144618107
104982,0.9998890626096342
99637,0.9998886630787567
142241,0.9998885173544397
117884,0.9998884764417078
106417,0.9998879768163524
2810,0.9998876816777872
140390,0.9998874187387327
141223,0.9998868778431798
129632,0.9998865374026161
99241,0.9998861471320748
89458,0.9998857362644392
133841,0.9998846641289207
139146,0.9998845613287956
3056,0.9998842888278912
130098,0.9998839348198582
141272,0.9998837435126071
101172,0.9998836126765805
105794,0.9998834477841199
137808,0.9998832658346405
142397,0.9998832407493419
142733,0.9998828687610026
141523,0.9998825432406524
108062,0.9998824030572709
130444,0.9998817207667706
143338,0.999881636768182
124770,0.9998813793993043
127967,0.999881358334248
112676,0.9998807492206131
99118,0.9998803755554708
141881,0.9998803277080597
121955,0.9998803254474848
102301,0.9998802006476172
93430,0.9998798711695973
127963,0.9998795835886487
126716,0.9998795264523448
99144,0.9998782232221136
132592,0.9998781679857693
137134,0.9998775554242754
128378,0.9998773990474329
140676,0.9998770763408382
132344,0.9998770461281352
124409,0.9998761334866855
106790,0.9998760263690614
116701,0.9998752314028644
95628,0.9998751861840586
142150,0.9998748910589336
129438,0.9998747685497295
124987,0.9998746205597628
135607,0.9998742396996082
95486,0.9998740757759518
114658,0.9998739352420823
95176,0.9998735403567848
129827,0.9998735265538347
102887,0.9998735157223596
91707,0.9998728299001414
114746,0.9998727479855732
141079,0.999872591148447
126871,0.9998725086262827
122404,0.9998721801088561
125437,0.9998721516147179
123483,0.9998720182994034
2589,0.9998717031859183
119921,0.9998712007251497
135271,0.9998709813472616
139173,0.9998709570788324
135390,0.9998708646719043
130565,0.9998705151723913
137305,0.9998704132804023
125844,0.9998703458215342
118808,0.9998703453176292
131974,0.9998700310104826
125314,0.9998700155861825
103534,0.9998696207779679
137296,0.9998693994500596
114786,0.9998691827549501
124249,0.9998688801780514
131395,0.9998688049972516
129419,0.999868686469312
129331,0.9998683991381121
101744,0.9998681288111495
144782,0.9998679789486903
103798,0.9998679721758799
123456,0.9998678911578923
96773,0.999867855826354
76862,0.99986752177522
124955,0.9998673881281862
109133,0.9998673678649755
126543,0.9998671349272779
140021,0.9998668667649949
135502,0.9998667129555842
131542,0.9998666760133135
130327,0.9998666667168251
66943,0.9998664485042428
133822,0.9998661380336946
120532,0.9998659459645457
124823,0.999865771376094
123839,0.9998654188171306
127442,0.9998649696283659
119245,0.9998648511585293
120078,0.9998648234731895
135004,0.9998644667630023
129729,0.9998644618213588
123491,0.9998637047234604
101162,0.9998636604933538
127083,0.9998635386776653
101408,0.9998634636048647
119512,0.9998632251064646
123701,0.999863206316188
126461,0.9998631983171057
97550,0.9998630053361385
138161,0.9998629952510966
135651,0.9998628597650195
142474,0.999862761229722
148224,0.9998627346710789
139058,0.9998623463226668
142054,0.9998622548045072
107758,0.9998621569104414
97608,0.9998620754549756
139199,0.9998619403141773
134816,0.9998617492935711
111832,0.9998614376956075
132775,0.9998612763556424
142406,0.9998610856817676
133359,0.9998610316000305
89677,0.9998610209632827
116122,0.9998609803658998
93089,0.9998608491453882
135492,0.9998608180928495
136771,0.9998604788365513
142113,0.9998604217180922
135663,0.9998603815363697
119077,0.9998602820460453
119599,0.9998602757648344
137133,0.9998594646095487
129229,0.9998592343307248
129170,0.9998591823309494
134671,0.999858974415387
142921,0.9998589727684873
94857,0.9998589491462468
135165,0.9998589486382264
142696,0.9998587661470489
111540,0.9998585528187581
125496,0.9998585035330128
138801,0.9998584937480528
134416,0.9998584146106995
119159,0.999858219445803
135550,0.9998581555596842
89369,0.9998577502218406
96139,0.9998576646487815
107391,0.9998576339768588
135866,0.9998576157490261
128245,0.9998574686155596
101163,0.9998573563411857
124272,0.9998572582102356
139401,0.9998572373578373
91108,0.9998571247504912
2711,0.9998570909717839
131864,0.9998570380502646
140287,0.9998569603272247
116187,0.9998569537996473
129567,0.9998567300785037
141550,0.9998566416925239
127895,0.9998564101604387
138700,0.9998561409010874
133715,0.9998558491049141
134074,0.9998557550095843
99668,0.9998556977423629
137327,0.999855510074785
111068,0.9998554573598971
135238,0.9998554544901229
43737,0.9998553456268511
108419,0.9998551876752222
139368,0.9998551745691077
118082,0.9998550368885014
109624,0.999855014861406
100126,0.9998549409302919
113649,0.9998547473713698
132381,0.9998545717874838
128321,0.9998545631353136
107526,0.9998542655690426
103806,0.9998542057178256
89920,0.999854104377132
130027,0.9998540845240844
100622,0.9998538457844705
97055,0.9998538435511923
116783,0.9998537053829373
119392,0.9998536286450231
137099,0.9998535270986257
130580,0.9998534391530364
134505,0.99985328682547
87689,0.9998532499915366
100656,0.9998532196744653
129113,0.9998531264911409
108931,0.9998530305899714
92303,0.9998530073051142
96584,0.999852996892531
133422,0.9998527024774888
127031,0.9998526445352526
107126,0.9998525393194453
93843,0.9998522072203087
102442,0.9998521686685826
117274,0.9998521381961777
96900,0.9998520858972281
114244,0.9998519438375028
141402,0.9998518566467202
131187,0.9998518069455758
95113,0.9998517165765606
130206,0.999851708490549
113098,0.9998515627370261
118623,0.9998515619547467
98763,0.9998515218847978
133998,0.999851479714358
135354,0.9998514619306561
110646,0.9998514067300085
120140,0.9998513401424075
130400,0.9998513010623576
108459,0.9998509767310292
117826,0.9998509486660504
136243,0.9998508044149482
100021,0.9998507664080486
113015,0.9998507555834518
130638,0.9998506569444177
101983,0.9998504053928375
87035,0.9998503973468258
123726,0.9998503162105132
130973,0.9998503001020944
114563,0.9998502141774781
110594,0.9998500501785129
130255,0.9998500278395255
115338,0.9998500257670485
117774,0.9998500116615641
137663,0.9998498392726675
109535,0.9998497075320399
139917,0.9998495647765273
136662,0.9998495465820355
104763,0.9998493444004879
126706,0.9998492579559899
110184,0.9998491364395067
112744,0.999849113410246
115381,0.9998490961468105
116708,0.9998490401721715
109775,0.9998489597719088
115791,0.9998489141554621
106089,0.9998485740865894
92117,0.9998485734798678
111823,0.9998485561158468
115154,0.9998485472405628
112450,0.9998484766811925
96092,0.9998484697844626
136354,0.9998484523423418
138627,0.9998484269337024
66433,0.9998483781237624
133051,0.9998483488134422
114890,0.9998482980150577
131114,0.9998482206103001
140753,0.9998481127944123
3129,0.9998480088084458
100132,0.9998479666062984
108821,0.9998478710826901
105146,0.9998476950878338
114206,0.9998474895026895
141264,0.999847353256121
136190,0.9998473058735662
120225,0.9998472209952
94434,0.9998471774927506
136756,0.9998471195491501
95241,0.9998470627619067
3174,0.999846763108859
121630,0.9998467519739442
109158,0.9998467017132648
125680,0.9998466987058042
99826,0.9998464067215876
123891,0.9998462827462767
139689,0.9998461119615846
89200,0.9998459222450239
137647,0.9998459116263441
2780,0.9998458728718974
127762,0.9998458557975443
97694,0.9998457839546894
137481,0.9998457699129749
112387,0.99984571349305
96570,0.9998455785400773
135233,0.9998455397591316
137174,0.9998453959293809
129690,0.9998453264711606
140895,0.9998453249854101
115983,0.9998453073372948
109658,0.9998452641897771
137037,0.9998451851739402
103062,0.999845147525569
138321,0.9998451468350733
126611,0.9998451239133923
113312,0.999845066233099
127198,0.999845062367861
138197,0.9998449728279046
99494,0.9998448629443908
122285,0.9998448533184597
